NAME1,ISOALPHA,COUNTRYNM,tot_popn_2020,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65_69B,A70_74B,A75_79B,A80_84B,A85PLUSB
aqaba,JOR,jordan,172925,20653,20230,18702,15820,14969,14395,13198,11174,8605,5192,3782,2398,1910,1166,702,360,0,0
aqmola,KAZ,kazakhstan,1878413,152480,113609,121944,167922,203272,182387,157606,139295,129323,134056,105006,79534,48591,44558,41863,19620,13651,5594
aqtobe,KAZ,kazakhstan,922269,82221,60862,71447,101028,98945,78363,68137,65475,63246,63827,48668,35352,20561,18648,18451,9076,6545,2525
ar raqqah,SYR,syrian arab republic,922679,113803,111865,106048,96694,95658,87119,70261,53751,45216,38579,31162,25299,18151,14310,8921,6507,0,0
ar rayyan,QAT,qatar,676299,38632,33699,28048,25561,71774,105250,101134,86475,65505,43345,25873,14104,5832,2632,1520,0,0,0
ar riyad,SAU,saudi arabia,9076022,681270,787426,840695,804902,864080,1063187,1002043,843738,615947,485671,350011,181198,109696,83720,42374,19086,0,0
aragatsotn,ARM,armenia,136769,9794,8583,9050,11701,13692,11314,8829,7906,8116,9993,9903,6656,4323,2280,4430,3226,2336,945
aragon,ESP,spain,1289665,63285,60029,55791,56132,64834,79009,100418,106721,101921,97852,89983,76274,69000,62040,49136,56756,46220,42324
aragua,VEN,venezuela (bolivarian republic of),1813028,140149,136071,141773,156305,156521,143702,137670,121096,113389,101476,88698,75031,58067,38407,26212,18057,11474,9413
aran,AZE,azerbaijan,1999443,160314,150903,182220,215340,203259,170487,140257,140179,151717,149593,110296,65166,32162,32355,41499,22911,9996,5040
aranuka,KIR,kiribati,797,108,85,94,84,80,65,52,43,47,40,30,22,15,11,8,4,2,1
ararat,ARM,armenia,265163,19791,16591,16425,21911,26326,23522,18098,14599,14195,18318,20820,14443,8989,4329,8052,6065,3948,1587
arauca,COL,colombia,362608,56280,49892,45223,37880,33605,28289,25940,23209,20469,16570,11848,9314,7160,6395,4667,2714,0,0
araucania,CHL,chile,1028202,77204,77644,86343,96128,88445,75881,65183,71530,72666,72136,61321,48771,39953,33345,25618,20238,0,0
arbil,IRQ,iraq,2430901,388349,355005,315606,272226,237306,204708,181152,154361,124998,83940,63204,63038,37905,33675,24551,15842,0,0
arbory,IMN,isle of man,1736,66,90,92,109,83,52,72,103,119,166,115,133,184,116,85,45,41,41
ardahan,TUR,turkey,85447,6861,7543,8619,8492,7375,6828,6360,6003,4247,4938,3657,3653,3597,3244,2370,1705,1014,602
ardebil,IRN,iran (islamic republic of),1311340,109638,99527,99765,116221,148007,152551,122637,98000,86312,70896,62046,47140,32761,23632,19699,16071,9877,6297
area outside territorial authority,NZL,new zealand,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arecibo,PRI,puerto rico,93189,5132,5684,6471,7032,6131,5694,6174,6130,6412,6197,5753,5511,5880,4840,3916,2875,1891,1715
arequipa,PER,peru,1477291,124069,124696,138739,142762,140824,128831,117928,105492,92917,77716,65888,51414,41951,33439,26626,20725,12894,10759
arhangelskaja,RUS,russian federation,1120438,65038,58616,51637,59511,90691,94318,89933,79636,70349,83604,93966,87018,61982,29971,45277,27432,20253,8836
ariana,TUN,tunisia,708757,65233,53729,46536,44111,57481,65537,69560,58253,48926,42835,42202,34152,28251,16402,12294,7122,0,0
arica y parinacota,CHL,chile,162643,12118,12328,13568,14706,13654,12487,9835,10596,11005,10974,9734,8680,7203,6139,4100,3065,0,0
arima,TTO,trinidad and tobago,34361,2367,2367,2184,2312,2872,3111,2818,2340,2162,2439,2166,2015,1661,1249,849,541,0,0
arkhangai,MNG,mongolia,73208,7902,6537,8003,6770,6312,5891,5888,5502,4991,4141,3222,2054,1347,1165,813,501,228,177
armavir,ARM,armenia,281809,20454,17647,17569,23790,27728,24742,19559,16281,15823,20087,21551,15013,9355,4630,8436,6015,4032,1490
arno,MHL,marshall islands,1537,225,203,205,174,181,137,78,60,58,57,51,45,31,16,10,0,0,0
arorae,KIR,kiribati,1200,163,128,142,127,121,98,78,65,71,61,45,34,23,17,12,7,3,1
arroyo,PRI,puerto rico,20113,1409,1463,1525,1638,1311,1341,1367,1372,1208,1214,1189,1197,1192,1023,711,446,249,291
arta,DJI,djibouti,44025,4982,5537,4673,4682,4595,4495,3803,3065,2459,1909,1576,994,829,0,0,0,0,0
artemisa,CUB,cuba,517890,28911,27683,35399,35006,40026,35293,29866,39688,45142,48240,35537,27501,23449,20263,15431,10361,6988,6577
artibonite,HTI,haiti,1785415,214396,218358,234502,214637,176962,146902,114907,103533,91560,74704,64353,36760,40789,27426,29017,14512,12283,10817
artigas,URY,uruguay,71608,5222,5817,7039,6679,4513,4470,4237,4109,4341,4500,4103,3618,3022,2504,1983,1546,1074,768
artvin,TUR,turkey,146348,8818,9450,11313,11873,10668,11127,10419,10666,9756,10841,8664,8055,6994,6331,5161,4700,2815,1548
arua,UGA,uganda,1009629,165903,150293,133242,107220,86511,67505,52979,41672,34500,24964,21954,13043,11965,8182,7553,4087,3584,3633
arunachal pradesh,IND,india,1728725,172817,206872,216831,188507,159360,149792,122476,114239,95122,77118,55860,36245,30881,18204,12950,6254,4470,4573
arusha,TZA,united republic of tanzania,2349871,322626,311454,278146,242961,208254,182852,154486,126529,94407,71972,56007,35751,32776,19847,18457,11233,0,0
as suwayda,SYR,syrian arab republic,358360,44197,43441,41177,37542,37144,33836,27294,20882,17567,14986,12111,9834,7042,5560,3468,2530,0,0
as-sulaymaniyah,IRQ,iraq,2154086,344127,314580,279667,241227,210283,181398,160524,136783,110764,74381,56006,55859,33589,29840,21755,14038,0,0
ascension,SHN,saint helena,714,36,32,41,34,73,84,88,106,99,74,59,49,24,11,0,0,0,0
aseer,SAU,saudi arabia,2230164,171472,204013,215822,229540,225653,231735,221745,179630,134213,108196,74330,48560,39922,28755,20212,11755,0,0
asgabat,TKM,turkmenistan,868966,129918,127350,121188,143526,138904,115796,99364,87040,77540,73175,60080,41337,25161,15148,17716,10526,0,0
ash sharqiyah,OMN,oman,5951258,445765,504553,507157,507983,600462,731195,699085,560373,388072,297138,206415,121177,75893,51668,26690,13459,0,0
ash sharqiyah,SAU,saudi arabia,5951258,445765,504553,507157,507983,600462,731195,699085,560373,388072,297138,206415,121177,75893,51668,26690,13459,0,0
ashanti,GHA,ghana,6241475,845299,778866,764144,681577,626922,547012,444523,376145,306435,237782,208367,132374,108869,68093,84326,46543,34497,37236
assaba,MRT,mauritania,397062,62040,52537,43432,36576,30639,26085,21653,18149,15333,12637,10364,8257,6272,4762,3562,2514,0,0
assam,IND,india,35514153,3538044,3903620,3846499,3381043,3205683,3102141,2567690,2491185,2018072,1758170,1314003,944289,854838,555047,424532,203129,133979,118911
assiout,EGY,egypt,4777811,567237,560463,570850,580904,476852,358252,257989,250230,209989,191166,157657,120079,90880,72711,49811,0,0,0
astfold,NOR,norway,305008,17535,18090,19744,20017,17842,16268,17614,21408,23374,21847,20563,19230,20064,15576,11569,8823,7452,7101
astrakhan,RUS,russian federation,1031343,65760,54613,47964,65780,91543,86548,77921,70845,64470,76212,80180,71035,52388,26576,44082,24128,19536,9581
asuncion,PRY,paraguay,501274,46618,47878,43061,40726,41521,46867,45774,35358,27707,25706,24169,21241,17355,13733,10526,7515,0,0
aswan,EGY,egypt,1597598,152799,158518,161057,187601,170162,134955,101813,101063,82882,74182,59360,44758,34600,24104,19178,0,0,0
atacama,CHL,chile,296817,23910,23414,25494,27224,24685,21578,20006,21345,22011,21715,18065,14195,10869,8402,6292,4788,0,0
atafu,TKL,tokelau,475,68,56,71,60,55,37,26,34,34,31,29,28,15,16,14,0,0,0
atakora,BEN,benin,908994,159970,160637,112957,82847,67708,57073,51296,36786,33262,20175,22709,10736,14561,6782,8826,3116,4371,3265
atlantico,COL,colombia,2545280,273066,270998,268625,263700,250774,218878,189455,189962,181535,147322,115646,88432,64307,54309,41135,30394,0,0
atlantico norte,NIC,nicaragua,594397,95805,94950,87139,66274,53122,42486,32970,26543,20830,16871,13133,9467,7324,5349,4364,2957,1845,1806
atlantico sur,NIC,nicaragua,426987,59730,66067,63943,47433,40544,31465,24574,20096,16079,12849,10046,7682,5694,4215,3219,2356,1498,1473
atlantida,HND,honduras,453651,55378,55527,58133,56494,47079,36930,31084,26255,22544,18176,16849,12125,11173,7884,6433,4744,2998,2522
atlantique,BEN,benin,1931724,302275,278093,226844,177125,165514,151856,126771,105600,80187,56600,49373,25540,28205,12064,13046,5797,7869,8644
attapeu,LAO,lao people's democratic republic,165991,24529,24310,21753,17118,12795,12207,10023,9505,7049,6593,4902,3514,2751,2139,1725,0,0,0
attica,GRC,greece,3808674,181100,168281,163633,177265,215916,266139,309777,298781,299086,266419,257018,230856,213930,164179,160960,138965,104526,72648
atyrau,KAZ,kazakhstan,532901,56853,42654,45453,54920,54371,44990,38774,36472,36704,34789,26295,17828,9872,8673,9118,5303,3466,1223
auckland,NZL,new zealand,1621334,111292,106113,104798,111902,117659,108671,107109,103874,115459,111316,103407,85843,74154,59428,44086,30267,22335,21279
aur,MHL,marshall islands,450,66,59,60,51,53,40,23,17,17,16,15,13,9,4,3,0,0,0
aurora,PHL,philippines,249980,29732,29746,30235,27204,20884,17183,16476,15599,14357,12354,10214,7728,5831,4015,3009,1802,0,0
aust-agder,NOR,norway,120048,7396,7204,8224,8372,7545,6783,7092,8349,8640,8099,8044,7819,7710,5796,4161,3174,2499,2788
australes,PYF,french polynesia,5907,480,591,581,652,424,348,375,425,429,359,328,235,210,182,138,113,49,20
australian capital,AUS,australia,425404,27496,24720,24352,27655,35424,35184,31926,31073,29938,28382,26979,23520,21191,14615,10366,7613,5864,5604
auvergne-rhone-alpes,FRA,france,8019137,498115,500428,490533,504386,495752,489362,499059,565192,572614,553095,525350,520060,461400,334943,307777,285536,221677,187616
avannaa,GRL,greenland,812,70,47,65,65,63,52,39,47,92,81,58,43,32,22,12,9,3,0
avatele,NIU,niue,100,8,8,7,6,5,5,5,5,5,5,6,5,3,3,0,0,0,0
ayacucho,PER,peru,748535,83114,89927,94956,73049,62116,54944,49156,44125,39097,31235,25498,21476,18854,16240,12971,10330,6211,5288
aydin,TUR,turkey,1078007,71915,72434,84536,85256,85005,84882,84788,80260,75072,78556,71757,62995,48292,36069,30938,25217,14595,6490
ayeyawady,MMR,myanmar,6643558,621258,666577,682804,569852,517122,528065,515303,479480,431486,398320,363858,301685,227866,134546,92887,80966,49512,30906
az zawiyah,LBY,libya,344187,35796,32825,33777,35651,35668,35243,30662,24314,17535,12390,8251,7607,5918,4978,3599,2841,1529,1044
azad kashmir,PAK,pakistan,3359797,425777,432861,432205,410540,368100,298086,241699,203972,181624,149965,123317,94026,70588,58550,44348,27813,0,0
azuay,ECU,ecuador,845529,79148,83046,86943,85960,79717,69967,56304,48461,42279,39054,32959,27948,23906,20376,15754,11472,8629,8059
ba,FJI,fiji,253059,22944,21269,23673,23974,24656,23614,19667,17488,17680,16130,12880,9870,7253,4938,2791,0,0,0
babek,AZE,azerbaijan,54544,5592,4651,5623,5532,5421,4457,3923,3809,3936,3650,2628,1467,790,717,932,593,258,131
babylon,IRQ,iraq,2208770,352862,322565,286767,247350,215621,186002,164599,140255,113576,76270,57428,57278,34442,30598,22308,14394,0,0
bacolod city,PHL,philippines,546281,52770,52629,52276,55996,51277,45169,40968,36521,34046,29652,26178,21409,15548,10439,7949,4794,0,0
badakhshan,AFG,afghanistan,1489481,230927,216325,186522,142807,109652,89584,73974,60381,49177,39580,31636,24978,20152,12899,8077,4451,0,0
baden-wurttemberg,DEU,germany,10639304,462754,497957,572318,600332,665950,656041,633649,646358,846377,919429,807928,681702,597002,518084,603199,409676,293963,243351
badghis,AFG,afghanistan,791049,122645,114890,99062,75844,58235,47576,39286,32067,26117,21020,16801,13265,10700,6848,4288,2362,0,0
bafata,GNB,guinea-bissau,271500,44067,39069,31020,28867,21687,19855,12626,11996,8011,7762,5382,4440,3516,2739,1892,1428,0,0
baghdad,IRQ,iraq,7817994,1248967,1141730,1015019,875504,763198,658362,582602,496439,402006,269960,203270,202737,121909,108304,78960,50951,0,0
baghlan,AFG,afghanistan,1159729,179810,168440,145234,111195,85378,69750,57597,47012,38289,30817,24631,19446,15685,10038,6284,3462,0,0
bago,MMR,myanmar,5386333,473630,518119,550924,474587,428544,422107,406007,389842,361553,335188,294710,243682,183385,123144,80920,70077,42285,27303
baguio city,PHL,philippines,375423,34793,35655,33835,43112,44144,36255,29217,23839,22675,19913,16187,11650,8288,4928,3689,2182,0,0
bahia,BRA,brazil,15193056,1103092,1239185,1394177,1381198,1357176,1361666,1218180,1022170,940297,812714,690668,555264,454411,354026,273661,186072,125936,115812
baitsi,NRU,nauru,603,95,68,62,54,61,58,46,36,28,29,22,16,9,3,2,0,0,0
baja california,MEX,mexico,3730883,331950,343248,345933,338918,324612,300763,299083,299196,243738,194049,155163,111164,85505,59767,42936,27377,16802,13146
baja california sur,MEX,mexico,988200,90567,89906,85510,85985,87507,85809,83770,77949,62896,51158,41917,30099,22221,15319,10443,6859,4180,3769
baja verapaz,GTM,guatemala,335469,49280,45618,40926,36195,30104,25716,20814,16547,13232,10838,8971,7976,6659,4886,3873,2938,0,0
balaka,MWI,malawi,451817,78358,64503,55922,40357,36230,32534,24251,18910,13723,11100,9245,10056,6815,5569,4184,4159,2113,3366
balikesir,TUR,turkey,1273384,72423,77110,93152,94132,100219,92970,95744,95995,93123,96364,88054,80249,64384,51834,42304,32255,19385,8553
balkan,TKM,turkmenistan,474586,70954,69552,66187,78386,75862,63242,54267,47536,42348,39964,32813,22576,13742,8273,9675,5749,0,0
balkh,AFG,afghanistan,1573329,243933,228509,197027,150850,115826,94626,78138,63779,51945,41808,33416,26383,21282,13621,8527,4698,0,0
ballaugh,IMN,isle of man,1010,42,47,57,50,45,34,33,60,78,70,79,84,68,79,64,45,41,17
balochistan,PAK,pakistan,7576630,959825,975289,974776,926258,830068,672754,546302,460982,409814,338104,277870,211921,159067,131606,99452,62267,0,0
balqa,JOR,jordan,568933,65854,64869,60954,54204,52181,45183,40514,32657,24148,16691,11678,10465,9373,7065,4641,2386,0,0
balti,MDA,republic of moldova,107758,4694,4748,6871,11987,9329,7777,7172,6887,8217,8288,7336,4537,3826,3485,2594,0,0,0
balzers,LIE,liechtenstein,4650,267,250,271,298,309,303,319,312,421,363,372,274,271,241,141,87,73,54
bamako,MLI,mali,2934694,433207,372704,329212,397428,339353,267019,199324,152961,117294,92255,71034,49882,38229,24618,18358,9998,0,0
bamingui bangoran,CAF,central african republic,59574,8792,8003,7268,6397,5784,4940,3974,3130,2422,1973,1674,1388,1129,911,680,421,0,0
bamyan,AFG,afghanistan,610995,94723,88734,76510,58578,44979,36748,30344,24769,20173,16236,12977,10246,8269,5293,3315,1827,0,0
banaadir,SOM,somalia,1492160,251980,205889,176220,139513,112190,90939,74379,61960,51748,42364,34775,28289,21803,15455,11315,6347,0,0
banaba,KIR,kiribati,257,35,27,30,27,25,21,16,14,15,13,9,7,4,3,2,1,0,0
bandraboua,MYT,mayotte,13019,2176,1963,1654,1344,790,940,854,775,546,351,301,265,168,126,109,55,44,44
bandrele,MYT,mayotte,10569,1720,1478,1190,1092,605,748,722,644,564,327,286,256,191,137,96,40,35,19
bandundu,COD,democratic republic of the congo,6745088,1295633,1068743,912192,781134,640342,525159,428053,354934,292823,238245,191430,151684,122366,90037,59329,33604,0,0
banghazi,LBY,libya,799311,83130,76230,78441,82794,82832,81846,71207,56465,40723,28773,19161,17667,13744,11561,8358,6599,3550,2425
bangkok metropolis,THA,thailand,9915064,371655,394831,486685,682080,976597,1115674,1087406,995528,904342,774978,634317,448196,326634,204047,177865,112191,75310,49715
bangui,CAF,central african republic,899087,132694,120781,109689,96542,87299,74563,59979,47243,36562,29785,25266,20952,17049,13763,10271,6368,0,0
banjul,GMB,gambia,29087,5383,4389,3674,3078,2638,2322,1885,1401,1176,901,696,541,351,332,208,139,0,0
banskobystricky kraj,SVK,slovakia,661075,32092,31565,33875,40874,48186,52881,54939,51440,43959,47209,48313,48541,38899,27897,21983,17074,11866,7878
banteay meanchey,KHM,cambodia,833511,84293,88752,100723,100767,86547,71496,43017,49428,46497,42730,31112,23144,15168,11524,7763,4807,2331,1228
bar,MNE,montenegro,45188,2748,2642,2924,3081,3061,3383,3046,3007,2987,3147,3379,3173,2580,1699,1772,1358,780,358
barber,CUW,curacao,2322,137,150,165,175,124,119,123,153,172,197,184,160,141,109,82,59,37,31
barbuda,ATG,antigua and barbuda,1963,207,190,142,144,153,156,146,150,130,102,109,76,55,46,34,27,13,10
barceloneta,PRI,puerto rico,27670,1729,1983,2076,2113,1760,1837,2176,1962,1865,1673,1524,1501,1638,1310,965,731,456,432
barh el ghazel,TCD,chad,425474,73574,76031,59095,41310,31665,21571,20868,18045,18808,11957,12511,5196,7919,2942,4319,1160,0,0
barima-waini,GUY,guyana,30354,4195,4283,4663,3510,2296,1697,1675,1488,1313,1267,984,718,512,431,287,240,119,80
barinas,VEN,venezuela (bolivarian republic of),1072601,95584,97964,102342,105895,97371,84712,78155,68035,60319,50150,42763,34334,24541,16605,12305,8821,5566,4595
barisal,BGD,bangladesh,8700041,843125,1083613,1034207,682123,637194,676566,563691,519713,450584,365664,333151,219849,265065,144117,151836,59544,0,0
barranquitas,PRI,puerto rico,31893,2167,2208,2673,2953,2757,2244,2026,1743,2102,2284,2084,1782,1531,1126,870,641,397,398
bartin,TUR,turkey,196615,12278,12942,14541,15539,14055,15702,15675,14620,13020,13262,12888,12780,10240,7512,5637,5394,3264,1097
bas-congo,COD,democratic republic of the congo,2403902,461754,380892,325099,278390,228213,187163,152555,126496,104360,84908,68224,54059,43610,32088,21144,11976,0,0
bas-sassandra,CIV,cote d'ivoire,2596463,407997,365323,329912,280723,237179,201684,172968,144010,119367,98990,81490,65622,52666,38684,24569,12689,0,0
basarabeasca,MDA,republic of moldova,20135,980,1178,1670,1846,1615,1403,1204,1147,1527,1680,1538,753,611,585,508,0,0,0
basel-landschaft,CHE,switzerland,288859,13332,13446,15083,16046,16627,16662,16941,19257,23791,24645,21944,19155,19142,17036,13638,11263,8192,6722
basel-stadt,CHE,switzerland,184099,8285,7158,7277,8061,10570,14936,15007,13383,13940,14602,13214,11367,10622,9466,8055,7541,6579,6622
bashkortostan,RUS,russian federation,4093085,258932,220747,217211,264346,362364,334643,283667,263319,272810,330695,333989,265248,186821,95172,171516,109026,80673,33269
basilan,PHL,philippines,112058,16184,17535,15903,12482,8719,8168,6625,6899,5451,4310,3003,2081,1504,976,691,343,0,0
basilicata,ITA,italy,541978,21633,23903,25940,28889,32388,33337,34194,38499,40826,41885,38064,35059,33361,23635,27130,0,0,0
basse,GMB,gambia,277485,51226,41778,34983,29353,25218,22241,18099,13449,11290,8629,6632,5136,3309,3146,1989,1326,0,0
basse kotto,CAF,central african republic,343357,50675,46125,41889,36869,33339,28475,22905,18042,13963,11374,9649,8001,6511,5256,3922,2432,0,0
basse-terre,GLP,guadeloupe,208469,13898,15410,16390,16183,10236,9893,11821,15275,16615,16666,13924,12599,10229,7705,6595,4928,3700,3445
bataan,PHL,philippines,777695,83602,81714,80724,76614,71243,65038,59975,50461,47864,41484,35963,27526,20023,10564,8247,5481,0,0
batanes,PHL,philippines,18772,1781,1988,2125,1727,1372,1266,1276,1316,1131,1015,755,682,546,518,415,315,0,0
batangas,PHL,philippines,2850530,302412,304373,299686,284851,250902,237660,218686,192735,172265,140431,119904,94977,74345,48515,36976,24961,0,0
batha,TCD,chad,694432,145204,133425,77151,52807,43366,41746,36073,29920,27349,16726,18128,7570,13636,4905,8939,2655,0,0
batken,KGZ,kyrgyzstan,481843,52216,48053,54953,55461,52777,41194,32550,29008,26745,25060,18530,12507,6250,5709,5880,4549,2777,1093
batman,TUR,turkey,603816,81223,83352,84252,75200,51535,49221,46219,35394,24841,23327,13737,14099,10195,7392,6369,4435,3033,1778
batna,DZA,algeria,1450736,144217,125739,147408,168060,164278,136456,107299,87405,77721,68827,54559,42478,26534,24108,19949,14699,8322,5424
battambang,KHM,cambodia,1690136,171604,182856,213227,216209,175932,139177,73659,94944,89986,84169,64023,46295,31500,24891,17077,10977,5527,3109
baucau,TLS,timor-leste,123664,17395,17941,17084,13698,8475,6547,4725,6596,5816,5154,4001,3658,5289,3701,2205,0,0,0
